"space_id","type","subtype","location","url","description","google_maps_id","closed_for_construction","name","firestoreId","longitude","latitude","amenities","archived","equipment","details"
"misc-pier-83","misc","Hudson River Park","Hudson River Park","https://hudsonriverpark.org/locations/pier-83/","A waterfront public space offering stunning views of the Hudson River and the Intrepid Sea, Air & Space Museum in the Hell's Kitchen neighborhood of NYC.","","","Pier 83","AuuoboPpUeEYF1Wi7iN1","-74.002569","40.76319","","","",""
"pops-1560-boone-avenue","pops","","","https://apops.mas.org/pops/X030001","A mixed-use building in the Highbridge neighborhood of the Bronx, 1560 Boone Avenue offers a public courtyard with seating and greenery, creating a tranquil space for both visitors and residents.","","","1560 Boone Avenue","AvEpBh2ud0zbQPZ8u5aV","-73.884159","40.833607","","","",""
"park-her-king-alagantic-block-association-garden","park","","","","A community garden located in Harlem, providing a welcoming oasis for local residents to gather and connect with nature, near the iconic Apollo Theater.","","","Her-King Alagantic Block Association Garden","Ax2ioYRW9L1AYlCiwake","-73.939657","40.67932","","","",""
"pops-712-fifth-avenue","pops","","","https://apops.mas.org/pops/M050076","A posh outdoor plaza located near Rockefeller Center and St. Patrick's Cathedral in the vibrant Midtown Manhattan, providing a tranquil escape from the city's hustle and bustle.","","","712 Fifth Avenue","B0K6MAnNR7Y7ywVul6y4","-73.975103","40.762294","","","",""
"park-houston-playground","park","","145 Glenmore Avenue","http://www.nycgovparks.org/parks/B363/","A vibrant public space located in Brooklyn, providing a place for local residents and visitors to enjoy outdoor recreation and community events.","","","Houston Playground","B0VU6SDGSTzpNc4JErwx","-73.905071","40.672204","","","",""
"park-maple-grove-park","park","","","http://www.nycgovparks.org/parks/Q220F/","A serene park in the heart of Queens offering a playground, basketball courts, and picnic areas for families and residents to appreciate.","","","Maple Grove Park","B0s8pgliV3kZPtgdFREG","-73.824166","40.711949","","","",""
"park-monsignor-crawford-field","park","","","http://www.nycgovparks.org/parks/B147/","An outdoor recreational space in Brooklyn, offering wide open green fields suitable for sports activities, play facility for children, and space for community events.","","","Monsignor Crawford Field","B4YSpz5uDNmneKTlY0lG","-73.91643","40.614314","[]","","[]","[]"
"stp-42-00-72-street","stp","","42-00 72 Street","","The schoolyard at P.S. 012 James B. Colgate which is open to the public outside of school hours.","","","P.S. 012 James B. Colgate","B4hiNBXTuDTwWO5PbEaS","-73.893514","40.742435","","","",""
"park-laguardia-corner-garden","park","","Southeast corner of Laguardia Place and Bleeker Street","https://www.laguardiacornergarden.org/wp/","A lush, community-tended green space in Greenwich Village, filled with colorful flowers, vegetables, and sculptures, providing a charming and welcoming oasis for visitors and locals alike.","","","LaGuardia Corner Garden","B6nSPEX9XzXC4BEecJvr","-73.999059","40.727709","","","",""
"park-cadman-plaza-park","park","","172 Cadman Plaza East","http://www.nycgovparks.org/parks/B113A/","Cadman Plaza Park, located between the historic Brooklyn Heights and Downtown Brooklyn, is a vibrant 10.38-acre space with a large central lawn for relaxation and recreation, surrounded by shaded pathways frequented by pedestrians and dog walkers. At its heart lies the Brooklyn War Memorial, honoring the 300,000 Brooklyn residents who served in World War II, while nearby, the Juneteenth Grove symbolizes solidarity with the Black community in the fight against systemic racism, making this park both a recreational area and a place of historical significance.","","","Cadman Plaza Park","B9z0HasDL6ZxlztacT9s","-73.990558","40.698149","","","",""
"park-amersfort-park","park","","54-42 43 Street","http://www.nycgovparks.org/parks/B002/","A serene park in a residential neighborhood, providing playgrounds, walking paths, and open fields for recreation.","","","Amersfort Park","BBsbcuVLADcdtNzwAMmS","-73.939011","40.628656","","","",""
"park-evelina-antonetty-playground","park","","","http://www.nycgovparks.org/parks/X106/","A lively playground located in the South Bronx, providing a secure and interactive environment for children in the neighborhood to enjoy.","","","Evelina Antonetty Playground","BBxEZKwf81EgXmdp2L1F","-73.928316","40.817539","","","",""
"park-fidelity-triangle","park","","601 Meeker Avenue","http://www.nycgovparks.org/parks/B031/","A small, triangular green space located in Brooklyn, offering beds of flowers, a few trees, and a welcoming place to sit, relax, or pass through on busy urban days.","","","Fidelity Triangle","BCZStBHP8EqgVEJM6i5R","-73.941857","40.721865","[]","","[]","[]"
"stp-905-winthrop-street","stp","","905 Winthrop Street","","The schoolyard at The Middle School of Media, Law and Fine Arts which is open to the public outside of school hours.","","","The Middle School of Media, Law and Fine Arts","BDjPzXdrQ7nrt7S7bDu5","-73.928741","40.659329","","","",""
"park-mhba-living-laboratory","park","","","","A public space with innovative urban design features and sustainable practices in Harlem for an interactive and educational experience.","","","MHBA Living Laboratory","BFBtXbo7595W7CmUxq47","-73.910973","40.66422","","","",""
"park-bleecker-playground","park","","580 Hudson Street","http://www.nycgovparks.org/parks/M251/","a beloved neighborhood park featuring play structures, swings, and sandbox areas, set amidst lush trees and benches, creating a vibrant gathering spot for families and children.","","","Bleecker Playground","BFyRPQC8D0JVTkBDbivs","-74.005497","40.736379","","","",""
"park-hilltop-playground","park","","","http://www.nycgovparks.org/parks/B387/","A recreational area at the summit of a park in a residential area, featuring a playground, basketball courts, and seating spots with sweeping views of the cityscape.","","","Hilltop Playground","BGUjkDL3MNtlpxOnt55V","-73.914339","40.675326","","","",""
"pops-rockaway-village","pops","","Null Mott Avenue","https://apops.mas.org/pops/Q140001","A community gathering space in Queens, New York City, featuring an outdoor market with food vendors, artisanal crafts, and live music, situated in a vibrant neighborhood rich in history and culture.","","","Rockaway Village","BH0IaJJ0zxb6qQaDDzdk","-73.753265","40.6053","","","",""
"park-playground-thirty-five-xxxv","park","","35-01 Steinway Street","http://www.nycgovparks.org/parks/Q296/","A vibrant and inclusive public space located on Steinway Street, with a colorful playground for children and a serene outdoor seating area for adults.","","","Playground Thirty Five XXXV","BI2OpETXgbxlA9KqF3Yd","-73.922024","40.754807","","","",""
"misc-east-river-state-park","misc","New York State Park","90 Kent Avenue","https://www.parks.ny.gov/parks/155/details.aspx","A vibrant, community-centered park with open green spaces and riverfront access, celebrating the legacy of LGBTQ+ activist Marsha P. Johnson.","","","Marsha P. Johnson State Park (East River State Park)","BI8Js6BlKVfFwsj1oinc","-73.962185","40.721532","","","",""
"park-united-community-centers-youth-farm","park","","","http://www.nycgovparks.org/parks/B513/","A community-focused urban farm in East New York, Brooklyn, offering local youth opportunities to learn about sustainable agriculture and healthy living.","","","United Community Centers Youth Farm","BJIgRg3QMC2nAKrb3gq0","-73.907876","40.659697","","","",""
"park-crescent-beach-park","park","","","http://www.nycgovparks.org/parks/R135/","A coastal park with picturesque views of a nearby bridge and sparkling waters, providing a serene escape in Brooklyn.","","","Crescent Beach Park","BJwDCKtpjbYgoA0VOv51","-74.146995","40.53272","","","",""
"park-lefferts-pl-block-association","park","","162 Lefferts Pl","http://www.nycgovparks.org/parks/B479/","A hidden gem community garden located in the heart of Prospect Lefferts Gardens in Brooklyn.","","","Lefferts Pl Block Association","BKS0C0X36492Eriic1P1","-73.957627","40.680371","","","",""
"park-hendrick-i-lott-house","park","","1940 East 36 Street","http://www.nycgovparks.org/parks/B433/","A historic Dutch Colonial farmhouse located in the Marine Park neighborhood of Brooklyn, this public space is known for its well-preserved architecture and surrounding gardens.","","","Hendrick I. Lott House","BKS3M9flE0nBzDxKIYVA","-73.932645","40.610329","","","",""
"park-myrtle-avenue-clemens-triangle","park","","","http://www.nycgovparks.org/parks/Q124/","A petite green triangle located in Ridgewood, Queens, offering locals a verdant respite with its lush landscaping and shaded benches. It serves as a peaceful sanctuary amidst the busy streets, adorned with colorful flowers, leafy trees and a World War I memorial.","","","Myrtle Avenue Clemens Triangle","BKtbzGuWZY3zpKqk5Tld","-73.906626","40.700185","","","",""
"park-claremont-park","park","","","http://www.nycgovparks.org/parks/X008/","A peaceful green space in the Bronx near the Bronx Zoo and the New York Botanical Garden, with sports fields and beautiful views.","","","Claremont Park","BLNiJ7oT5cBCD6N4Ptvz","-73.907437","40.840459","","","",""
"park-woodruff-playground","park","","757 Wortman Avenue","http://www.nycgovparks.org/parks/B312/","A community park located in Brooklyn, offering a welcoming environment for recreational activities and relaxation.","","","Woodruff Playground","BMN4jnn5e49yl8I42EMI","-73.866031","40.665392","","","",""
"park-daly-ave-garden","park","","2061 Honeywell Avenue","http://www.nycgovparks.org/parks/X326/","A tranquil community garden located in the Bronx, providing a peaceful retreat from the urban environment.","","","Daly Ave Garden","BOmDhc7rAq89vG0CXSkk","-73.883484","40.844132","","","",""
"park-beattie-square","park","","","http://www.nycgovparks.org/parks/B006/","A quaint public space located in Brooklyn, near Bay Ridge Parkway, known for its war memorials and lush green landscape that provides a serene environment for relaxation.","","","Beattie Square","BRJv3fzTHkbxhMGOh8vx","-73.934567","40.696432","","","",""
"pops-180-water-street","pops","","","https://apops.mas.org/pops/M010009","A vibrant public space nestled in the heart of lower Manhattan, providing a tranquil escape for both residents and tourists among the towering skyscrapers of the city.","","","180 Water Street","BRQ7mCTkXG1tj3ub0ZyJ","-74.005544","40.706996","","","",""
"park-700-decatur-st-block-association","park","","47 Hopkinson Avenue","http://www.nycgovparks.org/parks/B438/","A community garden located near the Brooklyn Bridge in the DUMBO neighborhood of New York City, managed by a local association, offering a peaceful green space for residents to relax.","","","700 Decatur St Block Association","BSxyd9l2kxJX78chPkBY","-73.914382","40.683817","","","",""
"park-franklin-memorial-garden","park","","","http://www.nycgovparks.org/parks/X318/","A tranquil memorial garden in the heart of Harlem, NYC, providing a serene oasis for contemplation and honoring memories.","","","Franklin Memorial Garden","BTG9D5te06Kl4oLS1Eik","-73.905273","40.826285","","","",""
"park-schomberg-academy-garden","park","","","http://www.nycgovparks.org/parks/X332/","A serene green space located in the lively Upper East Side, close to Central Park.","","","Schomberg Academy Garden","BUDKZw40xSReMqiEZ32d","-73.899029","40.823392","","","",""
"park-emt-christopher-j-prescott-playground","park","","195 Edith Av","http://www.nycgovparks.org/parks/R085/","A recreational park situated in Brooklyn offering diverse amenities for families and children to enjoy outdoor activities.","","","E.M.T. Christopher J. Prescott Playground","BUe2HRvSia70AUS0Or5X","-74.186091","40.522604","","","",""
"park-ten-eyck-houses-garden","park","","15 Ten Eyck Street","http://www.nycgovparks.org/parks/B445/","A serene community garden located in the East Williamsburg neighborhood of Brooklyn, surrounded by historic buildings.","","","Ten Eyck Houses Garden","BVA04m8wGXDXp1VaUzV8","-73.95014","40.709801","","","",""
"pops-10-west-66-street","pops","","","https://apops.mas.org/pops/M070013","A public plaza located on West 66th Street in New York City, providing a vibrant gathering space with seating areas and greenery for visitors to relax and enjoy the surrounding cultural attractions.","","","10 West 66 Street","BWebsihv9idccENtm8CS","-73.979753","40.772399","","","",""
"misc-domino-square","misc","","","https://www.dominopark.com/plan-your-visit/domino-square","A lively modern space adjacent to Domino Park, featuring seating, planters, and a seasonal skating rink.","","","Domino Square","BWhjyRMXkcAyRzilJ21I","-73.967772","40.713737","[]","","[]","[]"
"park-roy-wilkins-recreation-center","park","","117-05 Merrick Boulevard","http://www.nycgovparks.org/parks/Q448/","A recreational facility with a variety of amenities in Queens, located near Flushing Meadows-Corona Park.","","","Roy Wilkins Recreation Center","BWyqfB4iu2YNKsemcy4X","-73.771947","40.687701","","","",""
"park-pugsley-creek-park","park","","","http://www.nycgovparks.org/parks/X088/","A tranquil park by the waterfront in the Bronx, offering picturesque views and a peaceful retreat from urban life.","","","Pugsley Creek Park","BXJ2Jdps6bv7jmERkrlI","-73.852189","40.813214","","","",""
"pops-420-fifth-avenue","pops","","","https://apops.mas.org/pops/M050082","An urban oasis in Midtown Manhattan offering a tranquil escape near the New York Public Library, for visitors to unwind amidst the vibrant Fifth Avenue energy.","","","420 Fifth Avenue","BXPlQpxKkzCt8qSjNr3N","-73.983336","40.750812","","","",""
"park-south-rochdale-playground","park","","171-05 137 Avenue","http://www.nycgovparks.org/parks/Q427/","A family-friendly park in the South Rochdale neighborhood of Queens, with play structures and green spaces for children to enjoy.","","","South Rochdale Playground","BY6FwpNXW6gJf6htxTKF","-73.769065","40.673863","","","",""
"park-constance-baker-motley-recreation-center","park","","348 East 54 Street","http://www.nycgovparks.org/parks/M130/","An inclusive community hub in Manhattan, offering fitness classes, a computer resource center, an outdoor court for basketball and handball, and a variety of educational programs for people of all ages.","","","Constance Baker Motley Recreation Center","BcPgpx5sBD6icGqtlV3e","-73.965131","40.75648","[]","","[]","[]"
"park-liotti-ikefugi-playground","park","","","http://www.nycgovparks.org/parks/R037/","A vibrant playground situated in a bustling urban neighborhood, providing a lively and interactive environment for families and children to partake in outdoor fun.","","","Liotti Ikefugi Playground","BdgFNOU74SWLN5426fOF","-74.083899","40.638748","","","",""
"plaza-astor-place-plaza","plaza","","Astor Place between 4th Ave & Cooper Square","","A lively public square in the heart of the East Village, close to the famous Astor Place cube sculpture, celebrated for its dynamic ambiance and regular cultural activities.","","","Astor Place Plaza","BeWHIU5wlwTs66KBdTUi","-73.991085","40.729807","","","",""
"park-hunts-point-riverside-park","park","","","http://www.nycgovparks.org/parks/X336/","A waterfront public space located in the Bronx, offering scenic views of the river and providing a serene environment for recreational activities and community events.","","","Hunts Point Riverside Park","BfWzrT4H23UyoCYO8rOW","-73.881601","40.817682","","","",""
"stp-480-pacific-street","stp","","480 Pacific Street","https://ps38bklyn.com","The schoolyard at P.S. 038 The Pacific which is open to the public outside of school hours. Features seating, trees, play spaces, a turf field, a kickball field, and a small track.","","","P.S. 38 The Pacific School Playground","BfslO92xTeIh7LuKlFLG","-73.982114","40.684699","[""playground"",""drinking_fountain"",""seating"",""tables""]","","[""field"",""track""]","[""accessible"",""trees""]"
"park-hollis-playground","park","","204-08 203 Street","http://www.nycgovparks.org/parks/Q405/","A small neighborhood park located in Queens, surrounded by residential buildings and close to a shopping center and public library.","","","Hollis Playground","BhsLXzfyI9NDMZrLGUoK","-73.753114","40.706492","","","",""
"park-la-perla-garden","park","","","http://www.nycgovparks.org/parks/M373/","A peaceful urban oasis located in the East Village neighborhood of New York City, providing a tranquil escape with its verdant surroundings and welcoming seating areas.","","","La Perla Garden","Bj1m3vJD9FqASZlran6B","-73.963178","40.798231","","","",""
"park-catherine-slip-malls","park","","","http://www.nycgovparks.org/parks/M178/","A serene park with waterfront views nestled near the historic South Street Seaport in Lower Manhattan.","","","Catherine Slip Malls","Bj71m1Z6VAQ2tleT6VV9","-73.996196","40.709702","","","",""
"park-agnes-haywood-playground","park","","758 East 216 Street","http://www.nycgovparks.org/parks/X169/","A popular playground located in the Bronx, offering a variety of recreational activities for children and families to enjoy.","","","Agnes Haywood Playground","BlAwfy7FlUQFLKunTxAk","-73.861814","40.880296","","","",""
"park-taqwa-community-farm","park","","90 West 164 Street","http://www.nycgovparks.org/parks/X296/","A vibrant urban farm nestled in a diverse neighborhood, offering a green oasis for community members to engage in sustainable agricultural activities.","","","Taqwa Community Farm","BlJ407WLFLmEr7mv5ILI","-73.929023","40.832578","","","",""
"park-sheridan-triangle","park","","","http://www.nycgovparks.org/parks/X060/","A small public green space in the Bronx, New York, featuring a central flagpole surrounded by rich flora, benches for relaxation, and a war memorial dedicated to the residents of the neighborhood who served during World War I.","","","Sheridan Triangle","BlXBuHb03enAJVfXldHh","-73.896683","40.904904","","","",""
"park-walt-whitman-park","park","","","http://www.nycgovparks.org/parks/B113E/","A tranquil park nestled in a vibrant Brooklyn neighborhood, featuring scenic walking trails and a charming fountain.","","","Walt Whitman Park","BmkyDtynXfjpkJajtVse","-73.989368","40.698227","","","",""
"stp-380-genesee-avenue","stp","","380 Genesee Avenue","","The schoolyard at P.S. 042 Eltingville which is open to the public outside of school hours.","","","P.S. 042 Eltingville","BncPOS1DjvIEFbG3ZuOW","-74.168708","40.552382","","","",""
"park-ehrenreich-austin-playground","park","","76-10 Austin Street","http://www.nycgovparks.org/parks/Q304/","A popular public space located in a bustling neighborhood, this playground offers a range of recreational activities for families and children in a vibrant and spacious setting.","","","Ehrenreich-Austin Playground","BqrGrs0kisMaomuVc0G7","-73.836856","40.715518","[""restrooms"",""playground"",""drinking_fountain"",""seating"",""tables"",""splash_pad""]","","[""basketball"",""handball""]","[""accessible"",""trees""]"
"pops-saks-tower","pops","","611 Fifth Avenue","https://apops.mas.org/pops/M050078","A modern public space located at the base of a high-rise building on Fifth Avenue in Manhattan.","","","Saks Tower","BsUDI6FWiGAIwxLlyV8K","-73.976816","40.757966","","","",""
"park-the-big-park","park","","110 Continental Place","http://www.nycgovparks.org/parks/R068/","A lively park situated in the Meatpacking District of New York City, providing ample recreational activities and green spaces for all to relish.","","","The Big Park","Bu0KbNRqVzKDfXZ8r2gg","-74.164513","40.63081","","","",""
"park-rodney-park-south","park","","282 South 9 Street","http://www.nycgovparks.org/parks/B223OC/","A small park located in the heart of Brooklyn, offering a peaceful retreat with lush greenery and benches for locals and visitors to enjoy.","","","Rodney Park South","BvPS3U9IlA4DsZ4YZJZO","-73.957259","40.70753","","","",""
"park-walton-park","park","","2115 Walton Avenue","http://www.nycgovparks.org/parks/X291/","A peaceful park located in a vibrant neighborhood of New York City, providing visitors with a serene oasis adorned with greenery.","","","Walton Park","Bw55k91sVCEaEyTgYLHd","-73.905179","40.855259","","","",""
"pops-plymouth-tower","pops","","340 East 93 Street","https://apops.mas.org/pops/M080060","A public space in a historic neighborhood in NYC with panoramic views of the city skyline, including iconic landmarks such as the Empire State Building and One World Trade Center.","","","Plymouth Tower","Bz35ErkYi09lIMXMhZmN","-73.946704","40.781182","","","",""
"park-bruckner-playground","park","","2770 Lafayette Avenue","http://www.nycgovparks.org/parks/X183/","A park in the South Bronx near the Bruckner Expressway, featuring a playground, basketball courts, and green space for the community.","","","Bruckner Playground","C40VgzmDaoSunMfNEcXL","-73.828575","40.826773","","","",""
"park-hinton-park","park","","34-02 114 Street","http://www.nycgovparks.org/parks/Q410/","A spacious city green in Queens, boasting a range of amenities such as tennis courts, playgrounds, and a baseball field, popular with locals for its scenic views and well-kept trails.","","","Hinton Park","C4t0afmC8nPTlaZCra3q","-73.854943","40.756011","[]","","[]","[]"
"stp-1080-lenox-road","stp","","1080 Lenox Road","","The schoolyard at Middle School for Art and Philosophy which is open to the public outside of school hours.","","","Middle School for Art and Philosophy","C5FraNFqd7dR1zqVaNM8","-73.919643","40.657579","","","",""
"park-playground-one-thirty-four-cxxxiv","park","","","http://www.nycgovparks.org/parks/X138/","A vibrant playground located near the Hudson River in New York City, providing play equipment and scenic views for families and children.","","","Playground One Thirty Four CXXXIV","C6wR5ba43N9fvzuHiReU","-73.917558","40.803193","","","",""
"stp-1023-new-york-avenue","stp","","1023 New York Avenue","","The schoolyard at P.S. 181 Brooklyn which is open to the public outside of school hours.","","","P.S. 181 Brooklyn","C6xuxp70ST8P09CZwES7","-73.945787","40.64834","","","",""
"pops-sovereign","pops","","425 East 58 Street","https://apops.mas.org/pops/M060078","A lively public space nestled in a bustling urban environment, providing a serene setting for contemplation through its contemporary design and tranquil ambiance.","","","Sovereign","C8g1F64DM54sYyu2IWhO","-73.960947","40.758736","","","",""
"misc-newtown-creek-nature-walk","misc","","Corner of Provost Street and Paidge Avenue","https://www.nyc.gov/site/dep/environment/newtown-creek-nature-walk.page","An urban oasis in Brooklyn, this public space offers a quarter-mile-long nature trail that winds through indigenous plants, scenic views of the city's skyline, and informative plaques about local ecology and the area's industrial past.","","","Newtown Creek Nature Walk","C8iFEezW4mxtZbe8dLOo","-73.949243","40.736274","[]","","[]","[]"
"park-marcy-green-north","park","","111 Marcy Avenue","http://www.nycgovparks.org/parks/B223QC/","A beautiful park in the heart of Bedford-Stuyvesant neighborhood, offering a playground, seating areas, and lush greenery.","","","Marcy Green North","C922C9qp2aHygcCz0N51","-73.956633","40.709979","","","",""
"pops-900-third-avenue","pops","","","https://apops.mas.org/pops/M060033","This privately-owned public space is simply a wider sidewalk along E 54th St and 3rd Ave.","","","900 Third Avenue","CAbzxKzupSEJehjcld33","-73.969094","40.758703","","","",""
"misc-great-kills-park","misc","National Park Service","Gateway National Recreation Area","https://www.nps.gov/gate/learn/historyculture/great-kills-park.htm","A seaside park in Staten Island featuring ocean views, walking trails, and a beach for swimming and picnicking.","","","Great Kills Park","CFPVBfb9TkMaVpN9wKlP","-74.125949","40.549802","","","",""
"park-brooklyn-bridge-park","park","","","http://www.nycgovparks.org/parks/B431/","A scenic park located on the East River in Brooklyn, providing picturesque views of the Manhattan skyline and the renowned Brooklyn Bridge.","","","Brooklyn Bridge Park","CGlFp49rczNLm3q5teW8","-73.997986","40.697718","","","",""
"park-classon-triangle","park","","","http://www.nycgovparks.org/parks/B223NB/","A small park located in the heart of Brooklyn's Clinton Hill neighborhood, known for its lush greenery, benches, and vibrant community gatherings.","","","Classon Triangle","CHDq9ZP2k9DijHREJw62","-73.961081","40.699221","","","",""
"park-court-square-park","park","","25-10 Court Square","http://www.nycgovparks.org/parks/Q267/","A tranquil park nestled in Long Island City, with a convenient location near the Clock Tower building, providing a peaceful oasis away from the city commotion.","","","Court Square Park","CI6WQV67XL4zcGJNvvBC","-73.943459","40.746356","","","",""
"misc-miller-field","misc","National Park Service","Gateway National Recreation Area","https://www.nps.gov/gate/learn/historyculture/miller-field.htm","An expansive, green space located within the Gateway National Recreation Area in Staten Island, known for its history as an aviation base and now popular for sports fields, picnic spots, and a walking track.","","","Miller Field","CI7h2UMH0jHoJRmIgrts","-74.099888","40.56894","","","",""
"park-willets-point-playground","park","","16-16 Utopia Parkway","http://www.nycgovparks.org/parks/Q375/","A local playground located in Queens near Flushing Meadows-Corona Park, providing a space for children to play and families to gather in the vibrant neighborhood of the area.","","","Willets Point Playground","CNbzmuvEpul5rS1GK9P2","-73.796402","40.783787","","","",""
"wpaa-greenpoint-landing","wpaa","","Commercial Street and Blue Slip","https://waterfrontaccess.planning.nyc.gov/profiles/3010014","A waterfront development featuring a mix of residential buildings, park spaces, and views of the Manhattan skyline.","","","Greenpoint Landing","CO1O1N2Ysls9EosaIc5b","-73.958964","40.736116","","","",""
"wpaa-skyview-parc","wpaa","","End of 40 rd off of College Point Blvd.","https://waterfrontaccess.planning.nyc.gov/profiles/4070005","A diverse public space offering outdoor art installations, green spaces, and recreational amenities in the heart of Flushing.","","","Skyview Parc","COFyXfOVFqvl9zEXJev7","-73.838144","40.75635","","","",""
"park-patrick-orourke-playground","park","","8010 12 Avenue","http://www.nycgovparks.org/parks/B282/","A colorful and engaging playground located in Brooklyn, offering a vibrant space for families and children to enjoy outdoor activities.","","","Patrick O'Rourke Playground","CQvMLA19Vz7C1aAeZiUF","-74.013997","40.619147","","","",""
"park-stapleton-esplanade","park","","","","A scenic esplanade in a bustling residential neighborhood of Staten Island, offering stunning waterfront views and recreational amenities for locals and visitors.","","","Stapleton Esplanade","CSKTmTOJuQt3z4DIu13E","-74.073075","40.627848","","","",""
"pops-park-lane-hotel","pops","","36 Central Park South","https://apops.mas.org/pops/M050002","A peaceful escape in the heart of Midtown Manhattan, providing a mid-block passage between 58th and 59th streets","","","Spritz Alley","CTJLpPtcOtTT196YCxsO","-73.97538","40.764811","","","",""
"park-dwyer-square","park","","","http://www.nycgovparks.org/parks/Q232/","An intimate public space in Queens, characterized by its well-maintained green landscape, traditional benches, and close proximity to local shops and eateries.","","","Dwyer Square","CUqBi7Dfhcz1uMcB8j1M","-73.915128","40.753903","","","",""
"pops-bridge-tower-place","pops","","401 East 60 Street","https://apops.mas.org/pops/M080100","A luxury residential tower located in the Upper East Side neighborhood of New York City, boasting a spacious plaza with breathtaking views of the East River and city skyline.","","","Bridge Tower Place","CWmVkGFBw4UVev3w4jng","-73.960679","40.760375","","","",""
"park-james-forten-playground","park","","121 Underhill Avenue","http://www.nycgovparks.org/parks/B161/","A community playground nestled in a vibrant neighborhood, providing a fun space for children to play surrounded by nature and colorful play structures.","","","James Forten Playground","CbcPDjSliGFxi50xuR6H","-73.96572","40.676666","","","",""
"park-dome-playground","park","","384 Dahill Road","http://www.nycgovparks.org/parks/B151/","A playground with a unique dome structure and vibrant equipment located in a bustling Brooklyn neighborhood.","","","Dome Playground","CdGC7D7pvuAIE51f1Qbz","-73.980194","40.638207","","","",""
"park-walter-gladwin-park","park","","530 East Tremont Avenue","http://www.nycgovparks.org/parks/X010A/","A peaceful green oasis located in the heart of Washington Heights, this park offers a playground, basketball courts, and plenty of benches for relaxing.","","","Walter Gladwin Park","CdHlMi7UdUWHubNslb6e","-73.895245","40.845272","","","",""
"park-mckenna-triangle","park","","","http://www.nycgovparks.org/parks/Q032/","A petite, concrete urban triangle located at the intersection of two busy roads in Long Island City, Queens, featuring benches for rest and adorned with blooming flowers. Its main highlight is a striking, towering monument dedicated in honor of hero firefighter James J. McKenna.","","","McKenna Triangle","CeUqMjEWrNUKv5eKbiN5","-73.944106","40.746595","","","",""
"pops-harpercollins","pops","","10 East 53 Street","https://apops.mas.org/pops/M050032","A tranquil pocket park in the bustling heart of Midtown Manhattan, providing a green oasis amidst towering buildings.","","","HarperCollins","CfLfDm04Xg6JOqx9WbT7","-73.975317","40.759813","","","",""
"park-sergeant-colyer-square","park","","","http://www.nycgovparks.org/parks/Q231/","A small, serene public space in Queens, dedicated to the memory of a World War I hero, William T. Colyer, boasting a well-kept lawn, shaded benches, and a monument honoring its namesake soldier.","","","Sergeant Colyer Square","CgXGPXsr4kevtG2mduNW","-73.805657","40.6749","","","",""
"park-harlem-river-park","park","","","http://www.nycgovparks.org/parks/M208C/","A waterfront public space located in East Harlem, providing views of a river and a bridge.","","","Harlem River Park","Cgrzh3nPJy7e7XgyckCm","-73.93462","40.807785","","","",""
"park-whalen-grove","park","","","http://www.nycgovparks.org/parks/X071/","A peaceful green oasis located in a bustling urban area, offering visitors a tranquil escape near a busy transportation center.","","","Whalen Grove","ChO9MITHUz55YEhCnlB3","-73.885938","40.851069","","","",""
"park-north-5th-street-pier-and-park","park","","","http://www.nycgovparks.org/parks/B536/","A waterfront park in Brooklyn's Williamsburg neighborhood with stunning views of the Manhattan skyline and a tranquil environment for residents and visitors.","","","North 5th Street Pier and Park","CiNp2kClCTLlNd9zx2HI","-73.964399","40.720891","[""seating"",""drinking_fountain""]","","","[""notable views"",""grass"",""trees""]"
"plaza-kensington-plaza","plaza","","Church Ave between Beverley Rd & null","","A vibrant public square located in Brooklyn, offering a bustling market atmosphere with diverse food vendors and colorful street art.","","","Kensington Plaza","CifMesnp6bFjbz0pbBh0","-73.978693","40.642865","","","",""
"pops-240-east-38-street","pops","","","https://apops.mas.org/pops/M060016","A tranquil oasis with lush greenery and seating areas for relaxation in the Murray Hill neighborhood of New York City.","","","240 East 38 Street","CkobMoTnwsDfkIlX6PGZ","-73.97495","40.747289","","","",""
"stp-75-meserole-ave","stp","","75 Meserole Ave.","","The schoolyard at P.S. 031 Samuel F. Dupont which is open to the public outside of school hours.","","","P.S. 031 Samuel F. Dupont","CmppwsdDrZXMripclRKC","-73.953969","40.727131","[""seating"",""playground""]","","",""
"park-eastern-parkway-extension","park","","","http://www.nycgovparks.org/parks/B030/","A linear park in Brooklyn with a bike path and playground, connecting two iconic parks and serving as a popular gathering spot for neighbors and visitors alike.","","","Eastern Parkway Extension","CmwK1Grbeacb5nigxfwR","-73.912703","40.673936","","","",""
"park-ennis-playground","park","","124 11 Street","http://www.nycgovparks.org/parks/B095/","A community park featuring sports courts, play equipment, and shaded seating areas, serving as a recreational hub for local residents.","","","Ennis Playground","CoLIwsaR2SpK1RumZ4q3","-73.99382","40.67074","","","",""
"stp-767-east-179-street","stp","","767 East 179 Street","","The schoolyard at M.S. 129 Academy for Independent Learning and Lead which is open to the public outside of school hours.","","","M.S. 129 Academy for Independent Learning and Lead","CorAOvtfSQlW8IAAjlch","-73.886886","40.845524","","","",""
